INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
INIT LevelName=fht_c19_tarawa;fhtd.roundStartTime=9328;StartDate=2017.01.13,20:20;Filename=mods/fh2/fht/fht_c19_tarawa_170113_2020_faLog.txt
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=-32.602,67.173,-35.679;VictimName=2IG|15 Ephiriel;VictimTeam=1;VictimPos=-19.929,68.495,-40.747;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=lvt-4;AttackerWeapon=hmg_m2hb;Time=1030
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-23.038,69.003,-44.405;Time=1032;Scoretype=kills
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=-23.038,69.003,-44.405;VictimName=2IGI18 luacha2000;VictimTeam=1;VictimPos=-23.083,69.003,-45.367;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1032
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=14.5;Time=1033
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-35.346,67.932,-48.631;Time=1040;Scoretype=kills
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-35.346,67.932,-48.631;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=-26.145,68.366,-48.664;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1040
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=JP_Engineer_type93;PlayerVehicle=up_cpl;PlayerPos=-23.148,69.003,-44.962;Time=1040;Scoretype=kills
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=-23.148,69.003,-44.962;VictimName=[2IG] Otto1;VictimTeam=1;VictimPos=-23.026,69.003,-43.778;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=JP_Engineer_type93;AttackerVehicle=up_cpl;AttackerWeapon=arisaka1;Time=1040
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-30.149,69.480,-33.100;Time=1041;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=-30.149,69.480,-33.100;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=-24.823,70.221,-32.391;VictimKit=jp_Scout;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1041
SCORE ScoreDiff=1;PlayerName=2IG|18 DTBG;PlayerTeam=1;PlayerKit=jp_RifleAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-14.095,67.662,-100.444;Time=1042;Scoretype=kills
KILL;AttackerName=2IG|18 DTBG;AttackerTeam=1;AttackerPos=-14.095,67.662,-100.444;VictimName=5|USMC RedYuri;VictimTeam=2;VictimPos=-15.963,68.465,-106.553;VictimKit=JP_PickUpFlamethrower;VictimVehicle=up_pvt;AttackerKit=jp_RifleAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=arisaka1;Time=1042
ENTER PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;Time=1044
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=43.4;Time=1045
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=1045
ENTER PlayerName=5|USMC Tutvys;PlayerTeam=2;VehicleName=fh1_25mmaa;Time=1046
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m3a1_stuart_pacific;PlayerPos=-30.849,69.032,-97.585;Time=1047;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-30.849,69.032,-97.585;VictimName=2IG[24 slav_on_13;VictimTeam=1;VictimPos=-18.768,68.911,-104.584;VictimKit=JP_LMG_Limited;VictimVehicle=type95_hago;AttackerKit=UP_Scout;AttackerVehicle=m3a1_stuart_pacific;AttackerWeapon=M3A1_Stuart_Pacific_MainGun;Time=1047
EXIT PlayerName=2IG[24 slav_on_13;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=163.0;Time=1047
SCORE ScoreDiff=1;PlayerName=1IUSMC Haraldt;PlayerTeam=2;PlayerKit=UW_Engineer_M1903a1_Satchel_nowrench;PlayerVehicle=up_cpl;PlayerPos=-29.365,68.717,-50.947;Time=1048;Scoretype=kills
KILL;AttackerName=1IUSMC Haraldt;AttackerTeam=2;AttackerPos=-29.365,68.717,-50.947;VictimName=2IG|15 knokworst;VictimTeam=1;VictimPos=-24.811,68.080,-49.678;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UW_Engineer_M1903a1_Satchel_nowrench;AttackerVehicle=up_cpl;AttackerWeapon=m1903a1;Time=1048
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=2.8;Time=1048
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=1048
EXIT PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=4.1;Time=1048
ENTER PlayerName=H|USMC florianmehne;PlayerTeam=2;VehicleName=dauntlesssbdtorch;Time=1049
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=1.4;Time=1049
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=1049
EXIT PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;VehicleName=75mmdp;VehicleTime=41.3;Time=1050
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=type95_hago;PlayerPos=-17.266,68.564,-62.908;Time=1052;Scoretype=kills
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=-17.266,68.564,-62.908;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-31.453,68.409,-45.483;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_Scout;AttackerVehicle=type95_hago;AttackerWeapon=Coaxial_MG34_Main;Time=1052
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=type95_hago;PlayerPos=-17.266,68.564,-62.908;Time=1053;Scoretype=kills
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=-17.266,68.564,-62.908;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=-27.226,68.520,-49.698;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=jp_Scout;AttackerVehicle=type95_hago;AttackerWeapon=Coaxial_MG34_Main;Time=1053
SCORE ScoreDiff=1;PlayerName= 5[1USMC]truth_HUN;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=11.870,67.141,-106.772;Time=1053;Scoretype=kills
KILL;AttackerName= 5[1USMC]truth_HUN;AttackerTeam=2;AttackerPos=11.870,67.141,-106.772;VictimName=2IGI24 Lebowski(rus);VictimTeam=1;VictimPos=16.845,68.070,-104.449;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1053
SCORE ScoreDiff=1;PlayerName=2IG|24 Vlasov;PlayerTeam=1;PlayerKit=jp_Scout;PlayerVehicle=type95_hago;PlayerPos=-17.266,68.564,-62.908;Time=1054;Scoretype=kills
KILL;AttackerName=2IG|24 Vlasov;AttackerTeam=1;AttackerPos=-17.266,68.564,-62.908;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-30.391,68.407,-46.900;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=jp_Scout;AttackerVehicle=type95_hago;AttackerWeapon=Coaxial_MG34_Main;Time=1054
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-18.798,68.626,-39.861;Time=1055;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-18.798,68.626,-39.861;Time=1055;Scoretype=cpDefends
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-18.798,68.626,-39.861;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-23.199,68.656,-35.043;VictimKit=UP_RifleAssault;VictimVehicle=up_pvt;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1055
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=6.1;Time=1055
ENTER PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;Time=1055
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-23.180,72.208,-32.227;Time=1059;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=-23.180,72.208,-32.227;VictimName=2IG|15 Ephiriel;VictimTeam=1;VictimPos=-22.617,69.773,-31.463;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1059
ENTER PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1061
SCORE ScoreDiff=1;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1064;Scoretype=kills
SCORE ScoreDiff=2;PlayerName= [F|H]Quicksilver;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-35.713,74.579,-100.460;Time=1064;Scoretype=targetAssists
KILL;AttackerName=1|USMC KarlGeorg;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IG|18 GGarrido;VictimTeam=1;VictimPos=19.136,70.193,-89.220;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1064
SCORE ScoreDiff=1;PlayerName=1|USMC Seng711;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-19.385,68.491,-39.242;Time=1065;Scoretype=kills
KILL;AttackerName=1|USMC Seng711;AttackerTeam=2;AttackerPos=-19.385,68.491,-39.242;VictimName=2IG|15 [F|H]RAnDOOm;VictimTeam=1;VictimPos=-16.054,68.404,-39.492;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1065
SCORE ScoreDiff=1;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1067;Scoretype=kills
SCORE ScoreDiff=2;PlayerName= [F|H]Quicksilver;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-35.713,74.579,-100.460;Time=1067;Scoretype=targetAssists
KILL;AttackerName=1|USMC KarlGeorg;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IG|15 BamBam_55;VictimTeam=1;VictimPos=25.444,67.114,-97.215;VictimKit=JP_Engineer_type93;VictimVehicle=fh1_25mmaa;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_alt_GunBarrel;Time=1067
EXIT PlayerName=2IG|15 BamBam_55;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=293.7;Time=1067
SCORE ScoreDiff=1;PlayerName=1|USMC Hawk2k9;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-21.846,72.400,-33.152;Time=1067;Scoretype=kills
KILL;AttackerName=1|USMC Hawk2k9;AttackerTeam=2;AttackerPos=-21.846,72.400,-33.152;VictimName= 2IG|HQSir_Kows;VictimTeam=1;VictimPos=-20.017,68.453,-41.293;VictimKit=JP_Antitank_turtlemine;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1067
EXIT PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=6.3;Time=1068
ENTER PlayerName=2IG|18 DanielNL;PlayerTeam=1;VehicleName=type97_chiha;Time=1068
ENTER PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lvt-4;Time=1072
ENTER PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;VehicleName=lvt-4;Time=1072
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.064,72.398,-32.385;Time=1072;Scoretype=kills
SCORE ScoreDiff=2;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.064,72.398,-32.385;Time=1072;Scoretype=cpDefends
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-23.064,72.398,-32.385;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-22.271,72.400,-33.188;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1072
EXIT PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.1;Time=1073
EXIT PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.5;Time=1073
SCORE ScoreDiff=1;PlayerName=2IGI18 luacha2000;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-17.938,68.470,-42.520;Time=1073;Scoretype=kills
KILL;AttackerName=2IGI18 luacha2000;AttackerTeam=1;AttackerPos=-17.938,68.470,-42.520;VictimName=1|USMC Seng711;VictimTeam=2;VictimPos=-17.586,68.470,-42.904;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1073
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=UP_SMGAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-32.132,67.223,-41.919;Time=1075;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-32.132,67.223,-41.919;VictimName=1[1MD] HochuDeutschmeis;VictimTeam=2;VictimPos=-32.702,69.087,-35.603;VictimKit=UP_SMGAssault;VictimVehicle=up_pvt;AttackerKit=UP_SMGAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=thompsonm1a1;Time=1075
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=UP_SMGAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-32.323,67.223,-41.528;Time=1079;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-32.323,67.223,-41.528;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=-30.395,69.249,-33.607;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=UP_SMGAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=thompsonm1a1;Time=1079
ENTER PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=fh1_25mmaa;Time=1080
EXIT PlayerName=2IGI18 Taran121;PlayerTeam=1;VehicleName=fh1_25mmaa;VehicleTime=1.3;Time=1081
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=JP_Antitank_turtlemine;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-22.937,72.400,-33.133;Time=1083;Scoretype=kills
KILL;AttackerName=2IG|15 papa@FH2;AttackerTeam=1;AttackerPos=-22.937,72.400,-33.133;VictimName=1|1USM Shogun007;VictimTeam=2;VictimPos=-29.292,69.699,-34.483;VictimKit=UP_LMG_Limited;VictimVehicle=up_pvt;AttackerKit=JP_Antitank_turtlemine;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1083
SCORE ScoreDiff=1;PlayerName=5|USMC RedYuri;PlayerTeam=2;PlayerKit=UP_SMGAssault;PlayerVehicle=up_pvt;PlayerPos=-35.219,69.157,-104.014;Time=1083;Scoretype=kills
KILL;AttackerName=5|USMC RedYuri;AttackerTeam=2;AttackerPos=-35.219,69.157,-104.014;VictimName=2IG|18 DTBG;VictimTeam=1;VictimPos=-32.358,68.801,-102.097;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_SMGAssault;AttackerVehicle=up_pvt;AttackerWeapon=thompsonm1a1;Time=1083
SCORE ScoreDiff=1;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1083;Scoretype=kills
SCORE ScoreDiff=2;PlayerName= [F|H]Quicksilver;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-35.713,74.579,-100.460;Time=1083;Scoretype=targetAssists
KILL;AttackerName=1|USMC KarlGeorg;AttackerTeam=2;AttackerPos=-123.585,68.040,184.666;VictimName=2IGI18 Taran121;VictimTeam=1;VictimPos=9.589,69.316,-87.728;VictimKit=jp_RifleAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=us05insinglemk30_arty_1;AttackerWeapon=us05insinglemk30_arty_1_GunBarrel;Time=1083
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m3a1_stuart_pacific;PlayerPos=-35.201,67.597,-66.880;Time=1084;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-35.201,67.597,-66.880;VictimName=2IG|15 Xant;VictimTeam=1;VictimPos=-23.905,69.562,-56.647;VictimKit=JP_Engineer_type93;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=m3a1_stuart_pacific;AttackerWeapon=Coaxial_Cal30_Cam3;Time=1084
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;Time=1086
ENTER PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lvt-4;Time=1086
CAPTURE ControlPointID=1;CaptureType=neutral;CaptureTeam=1;CapturePointPos=-22.565,67.698,-35.086;Time=1086
EXIT PlayerName=1|USMC Seng711;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.0;Time=1087
SCORE ScoreDiff=1;PlayerName=1|USMC KarlGeorg;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=us05insinglemk30_arty_1;PlayerPos=-123.585,68.040,184.666;Time=1087;Scoretype=Unknown
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.3;Time=1087
ENTER PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;Time=1087
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=UP_SMGAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-32.332,67.223,-41.464;Time=1089;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-32.332,67.223,-41.464;VictimName=1|USMC Seng711;VictimTeam=2;VictimPos=-32.863,68.950,-35.515;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=UP_SMGAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=thompsonm1a1;Time=1089
EXIT PlayerName=1|USMC Hawk2k9;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=2.8;Time=1090
SCORE ScoreDiff=1;PlayerName=7USMC michaelau999;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=m3a1_stuart_pacific;PlayerPos=-35.329,67.574,-67.078;Time=1090;Scoretype=kills
KILL;AttackerName=7USMC michaelau999;AttackerTeam=2;AttackerPos=-35.329,67.574,-67.078;VictimName=2IG|24 Vlasov;VictimTeam=1;VictimPos=-23.182,68.783,-56.071;VictimKit=jp_Scout;VictimVehicle=type95_hago;AttackerKit=UP_Scout;AttackerVehicle=m3a1_stuart_pacific;AttackerWeapon=M3A1_Stuart_Pacific_MainGun;Time=1090
EXIT PlayerName=2IG|24 Vlasov;PlayerTeam=1;VehicleName=type95_hago;VehicleTime=34.9;Time=1090
ENTER PlayerName=2IGI24 Lebowski(rus);PlayerTeam=1;VehicleName=aichi_val;Time=1095
SCORE ScoreDiff=1;PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;PlayerKit=jp_NCO;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-24.091,67.851,-49.661;Time=1097;Scoretype=kills
KILL;AttackerName=2IG|15 [F|H]RAnDOOm;AttackerTeam=1;AttackerPos=-24.091,67.851,-49.661;VictimName=7|USMC Spindrifter49;VictimTeam=2;VictimPos=-29.200,68.262,-46.281;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_NCO;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1097
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=UP_SMGAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-32.332,67.223,-41.464;Time=1097;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-32.332,67.223,-41.464;VictimName=1|USMC Hawk2k9;VictimTeam=2;VictimPos=-32.743,67.875,-39.959;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=UP_SMGAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=thompsonm1a1;Time=1097
ENTER PlayerName=5|USMC GENERAL_HUN;PlayerTeam=2;VehicleName=f4u1a_corsair;Time=1099
ENTER PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;Time=1100
ENTER PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lvt-4;Time=1100
ENTER PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;VehicleName=lvt-4;Time=1100
EXIT PlayerName=1[1MD] HochuDeutschmeis;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.9;Time=1102
SCORE ScoreDiff=1;PlayerName=2IG|15 Xant;PlayerTeam=1;PlayerKit=JP_Engineer_type93;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-16.008,68.503,-45.893;Time=1102;Scoretype=kills
KILL;AttackerName=2IG|15 Xant;AttackerTeam=1;AttackerPos=-16.008,68.503,-45.893;VictimName=7USMC michaelau999;VictimTeam=2;VictimPos=-21.688,68.622,-55.298;VictimKit=UP_Scout;VictimVehicle=m3a1_stuart_pacific;AttackerKit=JP_Engineer_type93;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type93_mine;Time=1102
EXIT PlayerName=7USMC michaelau999;PlayerTeam=2;VehicleName=m3a1_stuart_pacific;VehicleTime=85.7;Time=1102
EXIT PlayerName=1IUSMC Haraldt;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=3.0;Time=1103
EXIT PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=3.0;Time=1103
ENTER PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;Time=1103
EXIT PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=1.0;Time=1104
ENTER PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;Time=1104
SCORE ScoreDiff=1;PlayerName=2IG|15 The_Spine;PlayerTeam=1;PlayerKit=UP_SMGAssault;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-32.332,67.223,-41.464;Time=1104;Scoretype=kills
KILL;AttackerName=2IG|15 The_Spine;AttackerTeam=1;AttackerPos=-32.332,67.223,-41.464;VictimName=1IUSMC Haraldt;VictimTeam=2;VictimPos=-33.042,68.822,-35.506;VictimKit=UW_Engineer_M1903a1_Satchel_nowrench;VictimVehicle=up_cpl;AttackerKit=UP_SMGAssault;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=thompsonm1a1;Time=1104
SCORE ScoreDiff=1;PlayerName=7USMC -Kwiot-;PlayerTeam=2;PlayerKit=UP_Scout;PlayerVehicle=up_cpl;PlayerPos=-33.339,68.317,-44.755;Time=1106;Scoretype=kills
KILL;AttackerName=7USMC -Kwiot-;AttackerTeam=2;AttackerPos=-33.339,68.317,-44.755;VictimName=2IG|15 The_Spine;VictimTeam=1;VictimPos=-32.332,67.223,-41.464;VictimKit=UP_SMGAssault;VictimVehicle=jp_rilfe_khaki;AttackerKit=UP_Scout;AttackerVehicle=up_cpl;AttackerWeapon=m1garand;Time=1106
SCORE ScoreDiff=1;PlayerName=2IG|15 [F|H]RAnDOOm;PlayerTeam=1;PlayerKit=jp_NCO;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-25.262,68.149,-49.351;Time=1107;Scoretype=kills
KILL;AttackerName=2IG|15 [F|H]RAnDOOm;AttackerTeam=1;AttackerPos=-25.262,68.149,-49.351;VictimName=7USMC -Kwiot-;VictimTeam=2;VictimPos=-33.237,68.331,-44.792;VictimKit=UP_Scout;VictimVehicle=up_cpl;AttackerKit=jp_NCO;AttackerVehicle=jp_rilfe_khaki;AttackerWeapon=type100;Time=1107
EXIT PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;VehicleTime=4.9;Time=1109
ENTER PlayerName=1|1USM Shogun007;PlayerTeam=2;VehicleName=lvt-4;Time=1109
SCORE ScoreDiff=1;PlayerName=2IG|15 papa@FH2;PlayerTeam=1;PlayerKit=UP_Scout;PlayerVehicle=jp_rilfe_khaki;PlayerPos=-23.026,72.400,-33.133;Time=1109;Scoretype=kills
